ref_id,original_authors,original_year,original_title,pub_title,journal_abbrev,volume,doi_extracted,doi_final,lang,pub_title_en,source_type,author_count,is_complete,flags
REF-00403,NHS,n.d.,NHS HTM 08-01 — Acoustics: Hospital Floors (Vibration Criteria),Acoustics,,,,,en,,standard,1,1,SHORT_TITLE
REF-00404,Habinteg/CAE,2024,Inclusive Housing Design Guide (Runnalls J. & Walker M.). RIBA/Habinteg,Inclusive Housing Design Guide (Runnalls J. & Walker M.). RIBA/Habinteg,,,,,en,,standard,2,1,
REF-00405,Habinteg,2018,"Wheelchair Housing Design Guide, 3rd ed. RIBA/Habinteg/RCOTSS-H","Wheelchair Housing Design Guide, 3rd ed. RIBA/Habinteg/RCOTSS-H",,,,,nl,,standard,1,1,NEEDS_TRANSLATION
REF-00406,BSI,2018,BS 8300-2:2018 Annex G Tables G.7–G.8 — power WC turning geometry,BS 8300-2:2018 Annex G Tables G.7–G.8 — power WC turning geometry,,,,,en,,standard,1,1,
REF-00407,"Putthinoi, S. et al.",2017,ICF-based home modification outcomes in OT practice. Am J Occup Ther. PMID:28656108,ICF-based home modification outcomes in OT practice. Am J Occup Ther,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00408,RCOT / Housing LIN,2020,Dementia Design Guidance,Dementia Design Guidance,,,,,en,,guideline,2,1,
REF-00409,US Access Board,2010,"ADA Standards §§302–405 Accessible Routes, Entrances, Ramps","ADA Standards §§302–405 Accessible Routes, Entrances, Ramps",,,,,en,,standard,1,1,
REF-00410,Rick Hansen Foundation,2024,RHFAC Rating Survey v4.0 §2 Exterior Approach and Entrance,RHFAC Rating Survey v4.0 §2 Exterior Approach and Entrance,,,,,en,,standard,1,1,
REF-00411,Direktoratet for byggkvalitet,2017,TEK17 §12-4 Inngangsparti; §12-16 Rampe; §1-3(m) Trinnfri,TEK17 §12-4 Inngangsparti; §12-16 Rampe; §1-3(m) Trinnfri,,,,,no,,standard,1,1,NEEDS_TRANSLATION
REF-00412,DIN,2011,DIN 18040-2:2011 + Draft E DIN 18040-2:2023,DIN 18040-2:2011 + Draft E DIN 18040-2:2023,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00413,Boverket,2024,BFS 2024:12 / BBR §3:122 §3:146,BFS 2024:12 / BBR §3:122 §3:146,,,,,no,,standard,1,1,NEEDS_TRANSLATION
REF-00414,ABNT,2020,NBR 9050:2020 §6.2 Rampas,NBR 9050:2020 §6.2 Rampas,,,,,lt,,standard,1,1,NEEDS_TRANSLATION
REF-00415,Légifrance,2014,Arrêté du 8 décembre 2014 accessibilité ERP existants,Arrêté du 8 décembre 2014 accessibilité ERP existants,,,,,fr,,standard,1,1,NEEDS_TRANSLATION
REF-00416,ABCB,2022,NCC 2022 + Livable Housing Design Guidelines 4th ed.,NCC 2022 + Livable Housing Design Guidelines 4th ed,,,,,en,,standard,1,1,
REF-00417,Standards Australia,2021,AS 1428.1:2021 — Design for access and mobility,AS 1428.1:2021 — Design for access and mobility,,,,,en,,standard,1,1,
REF-00418,Informatiepunt Leefomgeving,2025,Bbl art.4.182 drempel ≤20mm,Bbl art.4.182 drempel ≤20mm,,,,,no,,standard,1,1,NEEDS_TRANSLATION
REF-00419,MLIT,2024,バリアフリー法 建築物移動等円滑化誘導基準,バリアフリー法 建築物移動等円滑化誘導基準,,,,,ja,Barrier-Free Law: Guidance standards for facilitating mobility in buildings,standard,1,1,
REF-00420,ISO,2021,ISO 21542:2021 — Building Construction: Accessibility and Usability,ISO 21542:2021 — Building Construction,,,,,en,,standard,1,1,
REF-00421,CEN,2022,EN 81-70:2021+A1:2022 — Safety rules for lifts Pt 70: Accessibility,EN 81-70:2021+A1:2022 — Safety rules for lifts Pt 70,,,,,en,,standard,1,1,
REF-00422,DIN,2010,DIN 18040-1:2010 — Barrierefreies Bauen Pt 1: Öffentlich zugängliche Gebäude,DIN 18040-1:2010 — Barrierefreies Bauen Pt 1,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00423,Boverket,2024,BFS 2024:12 / ALM 2 — Tillgänglighet och användbarhet,BFS 2024:12 / ALM 2 — Tillgänglighet och användbarhet,,,,,sv,,standard,1,1,NEEDS_TRANSLATION
REF-00424,Finland MRPE,2017,Decree 241/2017 — Accessibility of the Built Environment (F1),Decree 241/2017 — Accessibility of the Built Environment (F1),,,,,en,,standard,1,1,
REF-00425,MHCLG,2026,Approved Document M Vol 2 — Access to and use of buildings,Approved Document M Vol 2 — Access to and use of buildings,,,,,en,,standard,1,1,
REF-00426,"Roxburgh, R. et al.",2024,Using time diaries to inform OT practice for ME/CFS. British J Occup Ther. DOI:10.1177/0308022624124,Using time diaries to inform OT practice for ME/CFS. British J Occup Ther,,,10.1177/03080226241249279,10.1177/03080226241249279,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00427,"Omura, K.M. et al.",2022,"Energy conservation, minimum steps, and adaptations: scoping review. Hong Kong J Occup Ther 35(2):12","Energy conservation, minimum steps, and adaptations",Hong Kong J Occup Ther,35,10.1177/15691861221137223,10.1177/15691861221137223,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00428,LEIA,2016,Lifts in dwellings: guidance for Approved Document M 2015,Lifts in dwellings,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00429,US Access Board,2010,ADA Standards §303 Changes in Level,ADA Standards §303 Changes in Level,,,,,en,,standard,1,1,
REF-00430,BSI,2018,BS 8300-2:2018 — threshold provisions,BS 8300-2:2018 — threshold provisions,,,,,en,,standard,1,1,
REF-00431,DIN,2011,DIN 18040-2:2011 — Nullschwelle doctrine,DIN 18040-2:2011 — Nullschwelle doctrine,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00432,Direktoratet for byggkvalitet,2017,TEK17 §1-3(m) trinnfri ≤25mm definition,TEK17 §1-3(m) trinnfri ≤25mm definition,,,,,no,,standard,1,1,NEEDS_TRANSLATION
REF-00433,NEN,2025,NEN 9120:2025 — drempel ≤20mm,NEN 9120:2025 — drempel ≤20mm,,,,,ca,,standard,1,1,NEEDS_TRANSLATION
REF-00434,Légifrance,2014,Arrêté 2014 — ressaut ≤20mm,Arrêté 2014 — ressaut ≤20mm,,,,,fr,,standard,1,1,NEEDS_TRANSLATION
REF-00435,ABNT,2020,NBR 9050:2020 — soleira ≤20mm,NBR 9050:2020 — soleira ≤20mm,,,,,pt,,standard,1,1,NEEDS_TRANSLATION
REF-00436,Standards Australia,2021,AS 1428.1:2021 — threshold ≤35mm at 1:8 ramp (retrofit),AS 1428.1:2021 — threshold ≤35mm at 1:8 ramp (retrofit),,,,,en,,standard,1,1,
REF-00437,Habinteg/CAE,2024,Inclusive Housing Design Guide — threshold provisions,Inclusive Housing Design Guide — threshold provisions,,,,,en,,standard,2,1,
REF-00438,DIN,2023,Draft E DIN 18040-2:2023 — tightening to ≤10mm,Draft E DIN 18040-2:2023 — tightening to ≤10mm,,,,,no,,standard,1,1,NEEDS_TRANSLATION
REF-00439,Boverket,2024,BFS 2024:12 / BBR threshold provisions,BFS 2024:12 / BBR threshold provisions,,,,,en,,standard,1,1,
REF-00440,MLIT,2024,バリアフリー法 — 段差なし principle,バリアフリー法 — 段差なし principle,,,,,ja,Barrier-Free Law: Zero-step (level-access) principle,standard,1,1,
REF-00441,ISO,2021,ISO 21542:2021 — threshold provisions,ISO 21542:2021 — threshold provisions,,,,,en,,standard,1,1,
REF-00442,iDigHardware,2021,Decoded: Thresholds and Changes in Level (ADA §303 analysis),Decoded,,,,,en,,standard,1,1,SHORT_TITLE
REF-00443,US DOJ,2010,"ADA Standards §404 — Doors, Doorways, Gates","ADA Standards §404 — Doors, Doorways, Gates",,,,,af,,standard,1,1,NEEDS_TRANSLATION
REF-00444,BSI,2018,BS 8300-2:2018 — doors and ironmongery,BS 8300-2:2018 — doors and ironmongery,,,,,en,,standard,1,1,
REF-00445,DIN,2010,DIN 18040-1/-2 — Türen (doors),DIN 18040-1/-2 — Türen (doors),,,,,nl,,standard,1,1,NEEDS_TRANSLATION
REF-00446,Standards Australia,2021,AS 1428.1:2021 — doors and hardware,AS 1428.1:2021 — doors and hardware,,,,,en,,standard,1,1,
REF-00447,ICC,2017,ICC A117.1-2017 — Accessible and Usable Buildings and Facilities,Accessible and Usable Buildings and Facilities,,,,,en,,standard,1,1,
REF-00448,Direktoratet for byggkvalitet,2017,TEK17 §12-17 Dører,TEK17 §12-17 Dører,,,,,no,,standard,1,1,NEEDS_TRANSLATION
REF-00449,Boverket,2024,BFS 2024:12 / BBR §3:146 — dörrar,BFS 2024:12 / BBR §3:146 — dörrar,,,,,sv,,standard,1,1,NEEDS_TRANSLATION
REF-00450,Standards NZ,2001,NZS 4121:2001 — doors,NZS 4121:2001 — doors,,,,,nl,,standard,1,1,NEEDS_TRANSLATION
REF-00451,CSA Group,2018,CAN/CSA B651-18 — doors,CAN/CSA B651-18 — doors,,,,,nl,,standard,1,1,NEEDS_TRANSLATION
REF-00452,BCA Singapore,2019,Code on Accessibility in the Built Environment 2019 — doors,Code on Accessibility in the Built Environment 2019 — doors,,,,,en,,standard,1,1,
REF-00453,ISO,2021,ISO 21542:2021 — Accessibility and usability,ISO 21542:2021 — Accessibility and usability,,,,,en,,standard,1,1,
REF-00454,"Putthinoi, S. et al.",2017,ICF-based home modification outcomes. Am J Occup Ther. PMID:28656108,ICF-based home modification outcomes. Am J Occup Ther,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00455,"Brandt, A. et al.",2016,WC and walker users passing through doors with different opening force. AAATE 2016. DOI:10.3233/978-,WC and walker users passing through doors with different opening force. AAATE 20,,,10.3233/978-1-61499-684-2-612,10.3233/978-1-61499-684-2-612,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00456,ABNT,2020,NBR 9050:2020 — portas,NBR 9050:2020 — portas,,,,,pt,,standard,1,1,NEEDS_TRANSLATION
REF-00457,SIA,n.d.,SIA 500 — Hindernisfreies Bauen (doors),Hindernisfreies Bauen (doors),,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00458,Energistyrelsen,2018,BR18 — Danish Building Regulations (doors),Danish Building Regulations (doors),,,,,en,,standard,1,1,
REF-00459,Finland MRPE,2017,Decree 241/2017 F1 — doors,Decree 241/2017 F1 — doors,,,,,nl,,standard,1,1,NEEDS_TRANSLATION
REF-00460,Italian Government,1989,DM 236/89 — porte accessibili,DM 236/89 — porte accessibili,,,,,it,,standard,1,1,NEEDS_TRANSLATION
REF-00461,Seoul Metropolitan Gov.,2022,Seoul Universal Design Guidelines (doors),Seoul Universal Design Guidelines (doors),,,,,af,,standard,1,1,NEEDS_TRANSLATION
REF-00462,MOHURD,2012,GB 50763-2012 — 无障碍出入口,无障碍出入口,,,,,ja,,standard,1,1,SHORT_TITLE|NEEDS_TRANSLATION
REF-00463,MLIT,2024,バリアフリー法 — 出入口規定,バリアフリー法 — 出入口規定,,,,,ja,Barrier-Free Law: Entrance and exit regulations,standard,1,1,
REF-00464,Spanish Government,n.d.,CTE DB SUA — Seguridad de utilización y accesibilidad,Seguridad de utilización y accesibilidad,,,,,es,,standard,1,1,NEEDS_TRANSLATION
REF-00465,Governo de Portugal,2006,Decreto-Lei 163/2006 — portas acessíveis,Decreto-Lei 163/2006 — portas acessíveis,,,,,pt,,standard,1,1,NEEDS_TRANSLATION
REF-00466,NEN,2025,NEN 9120:2025 — deuren,NEN 9120:2025 — deuren,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00467,Inter-Fédération,n.d.,Toegankelijkheid (BE) — doors,Toegankelijkheid (BE) — doors,,,,,nl,,standard,1,1,NEEDS_TRANSLATION
REF-00468,Husbanken,n.d.,Norwegian Housing Bank — door guidance,Norwegian Housing Bank — door guidance,,,,,nl,,standard,1,1,NEEDS_TRANSLATION
REF-00469,SBi,n.d.,SBi 230 — Danish doors guidance,SBi 230 — Danish doors guidance,,,,,nl,,standard,1,1,NEEDS_TRANSLATION
REF-00470,Rick Hansen Foundation,2024,RHFAC Rating Survey v4.0 — doors,RHFAC Rating Survey v4.0 — doors,,,,,nl,,standard,1,1,NEEDS_TRANSLATION
REF-00471,ABCB,2022,Livable Housing Design Guidelines 4th ed. — doors,Livable Housing Design Guidelines 4th ed. — doors,,,,,en,,standard,1,1,
REF-00472,BSI,2010,BS EN 54-23:2010 — Fire detection and alarm systems: visual alarm devices,BS EN 54-23:2010 — Fire detection and alarm systems,,,,,en,,standard,1,1,
REF-00473,NFPA,2022,NFPA 72 — National Fire Alarm and Signaling Code (visual alarm provisions),National Fire Alarm and Signaling Code (visual alarm provisions),,,,,en,,standard,1,1,
REF-00474,FDMA Japan,2016,光警報装置 guideline — recommended not mandatory,光警報装置 guideline — recommended not mandatory,,,,,ja,"Visual alarm device guideline — recommended, not mandatory",standard,1,1,
REF-00475,MOHURD,2012,GB 50763-2012 §8 — visual alarm provisions,GB 50763-2012 §8 — visual alarm provisions,,,,,it,Code for Accessibility Design §8 — visual alarm provisions,standard,1,1,
REF-00476,Légifrance,2009,Décret 2009-1272 — systèmes d'alarme visuels,Décret 2009-1272 — systèmes d'alarme visuels,,,,,fr,,standard,1,1,NEEDS_TRANSLATION
REF-00477,Bufdir,n.d.,Lydalarm og blinkende lys — visual alerting guidance,Lydalarm og blinkende lys — visual alerting guidance,,,,,da,,standard,1,1,NEEDS_TRANSLATION
REF-00478,"Passini, R.",1984,Wayfinding in Architecture. Van Nostrand Reinhold,Wayfinding in Architecture. Van Nostrand Reinhold,,,,10.1177/019263658506948224,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00479,"O'Neill, M.",1991,Effects of signage and floor plan configuration on wayfinding accuracy. Environ Behav 23(5):553,Effects of signage and floor plan configuration on wayfinding accuracy,Environ Behav,23,,10.1177/0013916591235002,en,,journal_article,1,1,
REF-00480,"Sweller, J.",1988,Cognitive load during problem solving. Cogn Sci 12(2):257,Cognitive load during problem solving,Cogn Sci,12,,10.1207/s15516709cog1202_4,en,,journal_article,1,1,
REF-00481,"Wiener, J.M. & Pazzaglia, F.",2021,Ageing- and dementia-friendly design. Cogn Process 22(4):715. PMC8545728,Ageing- and dementia-friendly design. PMC8545728,Cogn Process,22,,10.1007/s10339-021-01031-8,de,,journal_article,2,1,NEEDS_TRANSLATION
REF-00482,"Siegel, A. & White, S.",1975,The development of spatial representations. Adv Child Dev Behav 10:9,The development of spatial representations. Adv Child Dev Behav 10:9,,,,10.1016/s0065-2407(08)60007-5,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00483,"Grey, C. et al.",2015,Schema scaffolding for DEM/ABI. [GREY — full citation unverified; DOI required],Schema scaffolding for DEM/ABI,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00484,"Kahneman, D.",1973,Attention and Effort. Prentice Hall,Attention and Effort. Prentice Hall,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00485,"Kaplan, R. & Kaplan, S.",1989,The Experience of Nature: Attention Restoration Theory,The Experience of Nature,,,,10.31234/osf.io/w36rg,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00486,"Marquardt, G. & Schmieg, P.",2009,Dementia-friendly architecture. Am J Alzheimers Dis 24(4):333–340. PMID:19487549,Dementia-friendly architecture,Am J Alzheimers Dis,24,,10.1177/1533317509334959,en,,journal_article,2,1,
REF-00487,"van Buuren, L.P.G. & Mohammadi, M.",2022,Dementia-friendly design: criteria and typologies. HERD 15(1):150–172. DOI:10.1177/19375867211043546,Dementia-friendly design,HERD,15,10.1177/19375867211043546,10.1177/19375867211043546,nl,,journal_article,2,1,NEEDS_TRANSLATION
REF-00488,"van Buuren, L.P.G. & Mohammadi, M.",2025,Wayfinding behavioral patterns. Front Dementia. DOI:10.3389/frdem.2025.1524425,Wayfinding behavioral patterns. Front Dementia,,,10.3389/frdem.2025.1524425,10.3389/frdem.2025.1524425,nl,,,2,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00489,"Marquardt, G. et al.",2014,Impact of built environment on people with dementia. HERD 8(1):127–157. DOI:10.1177/1937586714008001,Impact of built environment on people with dementia,HERD,8,10.1177/193758671400800111,10.1177/193758671400800111,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00490,"Tola, G. et al.",2021,Built environment design and ASD: scoping review. IJERPH 18(6):3203. DOI:10.3390/ijerph18063203,Built environment design and ASD,IJERPH,18,10.3390/ijerph18063203,10.3390/ijerph18063203,fr,,standard,1,0,NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00491,"Mostafa, M.",2023,ASPECTSS 2.0 / Autism Friendly University Design Guide. DCU; Archnet-IJAR,ASPECTSS 2.0 / Autism Friendly University Design Guide. DCU; Archnet-IJAR,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00492,"DSDC, University of Stirling",2022,EADDAT — Environment Assessment Dementia Design Audit Tool,Environment Assessment Dementia Design Audit Tool,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00493,"Calkins, M.P. et al.",2022,Evaluation of env. assessment tools for dementia. Alzheimers Dement TRCI 8:e12353,Evaluation of env. assessment tools for dementia. Alzheimers Dement TRCI 8:e1235,,,,,nl,,,1,0,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00494,AIC / CLC / SUTD,2023,"Dementia-Friendly Neighbourhood Design Guide. Centre for Liveable Cities, Singapore","Dementia-Friendly Neighbourhood Design Guide. Centre for Liveable Cities, Singap",,,,,en,,standard,3,1,
REF-00495,"Yuen, B. et al.",2020,Six Principles of Dementia-Friendly Neighbourhood. AIC/SUTD,Six Principles of Dementia-Friendly Neighbourhood. AIC/SUTD,,,,,en,,standard,1,0,ET_AL_INCOMPLETE
REF-00496,CEREMA,2022,Construire ou rénover une structure d'accueil Alzheimer Fiche n°8,Construire ou rénover une structure d'accueil Alzheimer Fiche n°8,,,,,fr,,standard,1,1,NEEDS_TRANSLATION
REF-00497,KDA,ongoing,Wohnkonzepte für Menschen mit Demenz; PRO ALTER,Wohnkonzepte für Menschen mit Demenz; PRO ALTER,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00498,Alzheimer Nederland,2023,Dementievriendelijke ontmoetingsplekken pilot. RadarAdvies,Dementievriendelijke ontmoetingsplekken pilot. RadarAdvies,,,,,nl,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00499,Seoul Metropolitan Government,2023,서울형 치매전담실 가이드북,서울형 치매전담실 가이드북,,,,,ko,Seoul-type dementia care room guidebook,standard,1,1,
REF-00500,"Jee, S.I.",2022,A Daylighting Design Indicator for Korean Dementia Nursing Homes Based on the Therapeutic Effects of,A Daylighting Design Indicator for Korean Dementia Nursing Homes Based on the Th,,,,10.4324/9781003095460-16,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00501,Dementia Australia,ongoing,Designing Dementia-Friendly Care Environments,Designing Dementia-Friendly Care Environments,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00502,周燕珉 et al.,2023,老年住宅 (3rd ed.). China Architecture & Building Press,老年住宅 (3rd ed.),,,,,ja,Elderly housing (3rd ed.). China Architecture & Building Press,standard,1,0,ET_AL_INCOMPLETE
REF-00503,"Siegelaar, A. et al.",2025,Physical environment and quality of life in dementia: meta-review. Sage Open Aging. DOI:10.1177/3049,Physical environment and quality of life in dementia,,,10.1177/30495334251345092,10.1177/30495334251345092,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00504,(author TBC),2025,India: 75% gap in tactile wayfinding provisions. PMC12082883,India,,,,,en,,,,0,SHORT_TITLE|SOURCE_TYPE_UNKNOWN
REF-00505,"Ahmed, S. et al.",2022,Hospital wayfinding and VIS patients — Nigeria study,Hospital wayfinding and VIS patients — Nigeria study,,,,10.15320/ICONARP.2022.195,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00506,ISO,2019,ISO 23599:2019 — Assistive products: TGSI,ISO 23599:2019 — Assistive products,,,,,en,,standard,1,1,
REF-00507,BCA Singapore,2025,Code on Accessibility 2025 Chapter 8 — wayfinding,Code on Accessibility 2025 Chapter 8 — wayfinding,,,,,en,,standard,1,1,
REF-00508,ESCAP,2012,Incheon Strategy — ASEAN enabling masterplan,Incheon Strategy — ASEAN enabling masterplan,,,,,en,,standard,1,1,
REF-00509,India MSJE,2021,Harmonised Guidelines and Space Standards 2021,Harmonised Guidelines and Space Standards 2021,,,,,en,,standard,1,1,
REF-00510,MOHURD,2012,GB 50763-2012 盲道 (tactile wayfinding),GB 50763-2012 盲道 (tactile wayfinding),,,,,ja,Code for Accessibility Design — tactile guiding surfaces (wayfinding),standard,1,1,
REF-00511,Korea Ministry,n.d.,편의증진법 — 점자블록 statutory provisions,편의증진법 — 점자블록 statutory provisions,,,,,ko,Act on Convenience Promotion — tactile paving block statutory provisions,standard,1,1,
REF-00512,JIS,2001,JIS T 9251:2001 — Tactile Walking Surface Indicators,JIS T 9251:2001 — Tactile Walking Surface Indicators,,,,,en,,standard,1,1,
REF-00513,(scoping review author TBC),n.d.,Scoping review — TWSI implementation Global South [GREY — full citation unverified],Scoping review — TWSI implementation Global South,,,,,en,,grey,,0,
REF-00514,(scoping review author TBC),n.d.,Scoping review — wayfinding accessible environments Global South [GREY — full citation unverified],Scoping review — wayfinding accessible environments Global South,,,,,en,,grey,,0,
REF-00515,ISO,2021,ISO 21542:2021 §9 — multi-sensory redundancy at hazardous transitions,ISO 21542:2021 §9 — multi-sensory redundancy at hazardous transitions,,,,,en,,standard,1,1,
REF-00516,BSI,2022,PAS 6463:2022 §6.4 — graduated sensory environments,PAS 6463:2022 §6.4 — graduated sensory environments,,,,,en,,standard,1,1,
REF-00517,"Mostafa, M.",2021,ASPECTSS 2.0 — sensory zone transitions reduce autistic arousal. Front Psychiatry. DOI:10.3389/fpsyt,sensory zone transitions reduce autistic arousal. Front Psychiatry,,,10.3389/fpsyt.2021.727353,10.3389/fpsyt.2021.727353,en,,standard,1,1,
REF-00518,"Williams, A. et al.",2024,Sensory adaptive environments for autistic children: scoping review,Sensory adaptive environments for autistic children,,,,10.1016/j.rasd.2024.102362,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00519,"Beranek, L.",2004,Concert Halls and Opera Houses — RT60 JND reference,Concert Halls and Opera Houses — RT60 JND reference,,,,10.1007/978-0-387-21636-2_3,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00520,"van Buuren, L.P.G. et al.",2025,DEM residents navigate via sequential decisions. PMC11931140,DEM residents navigate via sequential decisions. PMC11931140,,,,,ca,,,1,0,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00521,"Jost, S., Hutson, P. & Hutson, J.",2024,Navigating Life: Neuroscience and Inclusive Design in Wayfinding Systems. *Int J Clin Case Stud Rep*,Navigating Life,,,,,en,,standard,2,1,
REF-00522,"Zali, P., McElroy, L.B., Giardini, M.E., Chaiyawat, K. & Watson, M.",2025,A Scoping Review of the Impact of Environmental Design on Wayfinding for People With Sensory Impairm,A Scoping Review of the Impact of Environmental Design on Wayfinding for People ,,,10.1177/19375867251391361,10.1177/19375867251391361,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00523,"DSDC, University of Stirling",2022,EADDAT — sole validated DEM wayfinding assessment tool,sole validated DEM wayfinding assessment tool,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00524,"Shabha, G., Edwards, D.J., Gaines, K. & Laycok, P.",2022,Toward an Integrated Context-Based Design Approach for Dementia Residential Care Homes: A Review of ,Toward an Integrated Context-Based Design Approach for Dementia Residential Care,HERD,15,10.1177/19375867221100210,10.1177/19375867221100210,en,,journal_article,2,1,
REF-00525,"Tao, Y., Gou, Z., Lau, S.S., Lu, Y. & Fu, J.",2018,Legibility of floor plans and wayfinding satisfaction of residents in Care and Attention homes in Ho,Legibility of floor plans and wayfinding satisfaction of residents in Care and A,,,10.1111/ajag.12574,10.1111/ajag.12574,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00526,"Davis, R. & Weisbeck, C.",2016,Creating a Supportive Environment Using Cues for Wayfinding in Dementia. J Gerontol Nurs 42(3):36-44,Creating a Supportive Environment Using Cues for Wayfinding in Dementia,J Gerontol Nurs,42,10.3928/00989134-20160212-07,10.3928/00989134-20160212-07,en,,journal_article,2,1,
REF-00527,"Harper, S.A. et al.",2022,Stairway Visual Contrast Enhancement to Reduce Fall-Related Events. J Ergonomics 12:303. DOI:10.3524,Stairway Visual Contrast Enhancement to Reduce Fall-Related Events. J Ergonomics,,,10.35248/2165-7556-22.12.303,10.35248/2165-7556-22,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00528,"Brown, C.B. et al.",2023,Step edge highlighters and illuminance changes influence stair descent in a real-world setting. Ergo,Step edge highlighters and illuminance changes influence stair descent in a real,Ergonomics,66,10.1080/00140139.2022.2141347,10.1080/00140139,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00529,"Thompson, D.",2022,Computational modelling: low-contrast nosings at 30% LRV become invisible at moderate VI. PMC PMC899,Computational modelling,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00530,"Manandhar, S., Lukman, A., Dain, S.J., Bridge, C.E., Relf, M. & Boon, M.Y.",2022,Luminance contrast preferences of people with a vision impairment for elements in the built environm,Luminance contrast preferences of people with a vision impairment for elements i,Work,73,10.3233/WOR-210997,10.3233/wor-210997,en,,journal_article,2,1,
REF-00531,CNIB,2024,30% LRV is regulatory floor not functional optimum; recommend maximum achievable contrast,30% LRV is regulatory floor not functional optimum; recommend maximum achievable,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00532,Standards Australia,2021,AS 1428.1:2021 — luminance contrast provisions,AS 1428.1:2021 — luminance contrast provisions,,,,,en,,standard,1,1,
REF-00533,BSI,2018,BS 8300:2018 — luminance contrast provisions,BS 8300:2018 — luminance contrast provisions,,,,,fr,,standard,1,1,NEEDS_TRANSLATION
REF-00534,"Harper, S.A., Brown, C.B., Poulsen, S.L., Barrett, T.S. & Dakin, C.J.",2025,Interstep Variations of Stairways and Associations of High-Contrast Striping and Fall-Related Events,Interstep Variations of Stairways and Associations of High-Contrast Striping and,,,10.2196/60622,10.2196/60622,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00535,"Jordan, J.B. & Vanderheiden, G.C.",2024,International Guidelines for Photosensitive Epilepsy. ACM TACCESS 17(3):1–35. DOI:10.1145/3694790. P,International Guidelines for Photosensitive Epilepsy. PMC11872230,ACM TACCESS,17,10.1145/3694790,10.1145/3694790,en,,journal_article,2,1,
REF-00536,NFPA,2022,NFPA 72-2022 — National Fire Alarm and Signaling Code,National Fire Alarm and Signaling Code,,,,,en,,standard,1,1,
REF-00537,Epilepsy Foundation,n.d.,Professional Advisory Board — photosensitive epilepsy recommendations,Professional Advisory Board — photosensitive epilepsy recommendations,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00538,"Martins da Silva, A. & Leal, B.",2017,Photosensitivity and epilepsy. Seizure 50:209–218. PMID:28532712,Photosensitivity and epilepsy. Seizure 50:209–218,,,,,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00539,"Fisher, R.S., Acharya, J.N., French, J.A. et al.",2022,Visually sensitive seizures: An updated review by the Epilepsy Foundation. Epilepsia 63(4):739-768. ,Visually sensitive seizures,Epilepsia,63,10.1111/epi.17175,10.1111/epi.17175,en,,journal_article,3,0,ET_AL_INCOMPLETE
